callDateTime,priority,district,description,callNumber,incidentLocation,location
07/13/2015 10:41:00 AM,Medium,CD,SEE TEXT,P151941002,0 N CALVERT ST,"(39.2899299,-76.6123462)"
07/13/2015 10:47:00 AM,Medium,CD,911/NO  VOICE,P151941003,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 10:42:00 AM,Medium,CD,911/NO  VOICE,P151941004,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
07/13/2015 10:45:00 AM,Low,CD,PRKG COMPLAINT,P151941005,800 PARK AV,"(39.2985163,-76.6184754)"
07/13/2015 10:46:00 AM,Medium,SW,AUTO THEFT,P151941006,3500 CLIFTON AV,"(39.3112130,-76.6763150)"
07/13/2015 10:47:00 AM,Medium,ND,FAMILY DISTURB,P151941007,2700 N CALVERT ST,"(39.3208510,-76.6147390)"
07/13/2015 10:46:00 AM,High,WD,SILENT ALARM,P151941008,2100 W NORTH AV,"(39.3097096,-76.6513109)"
07/13/2015 10:49:00 AM,Low,SW,AUTO ACCIDENT,P151941010,3100 WILKENS AV,"(39.2756929,-76.6664179)"
07/13/2015 10:48:00 AM,Medium,NE,FAMILY DISTURB,P151941011,4800 GILRAY DR,"(39.3483090,-76.5768440)"
07/13/2015 10:49:00 AM,Medium,ND,NARCOTICSOutside,P151941012,W GARRISON AV/PIMLICO RD,"(39.349653,-76.669145)"
07/13/2015 10:49:00 AM,Low,CD,UNKNOWN TROUBLE,P151941013,400 W FRANKLIN ST,"(39.2950980,-76.6214710)"
07/13/2015 10:52:00 AM,Non-Emergency,CD,FOLLOW UP,P151941014,1500 PENNSYLVANIA AV,"(39.3022430,-76.6330752)"
07/13/2015 10:52:00 AM,High,SW,AUTO ACC/INJURY,P151941015,1100 COOKS LN,"(39.2981477,-76.7098689)"
07/13/2015 10:53:00 AM,Non-Emergency,SW,Repairs/Service,P151941016,100,"(39.3810499,-76.6572571)"
07/13/2015 10:51:00 AM,Low,CD,AUTO ACCIDENT,P151941017,W LOMBARD ST/S GREENE ST,"(39.287402,-76.623583)"
07/13/2015 10:54:00 AM,High,SW,AUTO ACC/INJURY,P151941018,1200 COOKS LN,"(39.2990896,-76.7111397)"
07/13/2015 10:54:00 AM,Medium,SE,DISORDERLY,P151941020,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 10:53:00 AM,Low,SE,INVESTIGATE,P151941021,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 10:53:00 AM,Medium,SD,NARCOTICSOutside,P151941022,1900 BLK LEMMON ST,"(39.2856830,-76.6467971)"
07/13/2015 10:53:00 AM,Medium,SW,911/NO  VOICE,P151941023,900 S CATON AV,"(39.2724121,-76.6723831)"
07/13/2015 10:54:00 AM,Low,NE,OTHER,P151941024,1600 STONEWOOD RD,"(39.3487599,-76.5876087)"
07/13/2015 10:54:00 AM,Non-Emergency,ND,Private Tow,P151941025,2000 MARYLAND AV,"(39.3126394,-76.6186925)"
07/13/2015 10:54:00 AM,Medium,WD,BURGLARY,P151941026,1600 BRUCE CT,"(39.3066998,-76.6457852)"
07/13/2015 10:55:00 AM,Low,CW,RECOVERED VEH,P151941027,2900 WESTWOOD AV,"(39.3083389,-76.6662570)"
07/13/2015 10:53:00 AM,Medium,WD,SUSPICIOUS PERS,P151941028,2100 N SMALLWOOD ST,"(39.3118690,-76.6531200)"
07/13/2015 10:50:00 AM,Medium,CD,911/NO  VOICE,P151941029,200 N PACA ST,"(39.2918833,-76.6226802)"
07/13/2015 10:55:00 AM,Medium,ND,BURGLARY,P151941030,3500 CHESTNUT AV,"(39.3300300,-76.6296080)"
07/13/2015 10:53:00 AM,Medium,SE,CHK WELLBEING,P151941031,6700 GARY AV,"(39.2803870,-76.5338650)"
07/13/2015 10:54:00 AM,Medium,CD,911/NO  VOICE,P151941032,500 N CHARLES ST,"(39.2951171,-76.6155403)"
07/13/2015 10:54:00 AM,High,SE,SILENT ALARM,P151941033,2600 E BALTIMORE ST,"(39.2922790,-76.5802860)"
07/13/2015 10:51:00 AM,Low,CD,DESTRUCT PROPTY,P151941034,1500 PARK AV,"(39.3075460,-76.6253770)"
07/13/2015 10:54:00 AM,Low,NW,FALSE PRETENSE,P151941035,5900 PARK HEIGHTS AV,"(39.3558016,-76.6889025)"
07/13/2015 10:55:00 AM,Medium,SW,AUTO ACCIDENT,P151941036,1200 COOKS LN,"(39.2990896,-76.7111397)"
07/13/2015 10:56:00 AM,Medium,SE,911/NO  VOICE,P151941038,2100 BOSTON ST,"(39.2846619,-76.5866615)"
07/13/2015 10:57:00 AM,Medium,SE,LARCENY F/AUTO,P151941039,E LOMBARD ST/S COLLINGTON AV,"(39.290677,-76.586158)"
07/13/2015 10:57:00 AM,High,NW,SILENT ALARM,P151941040,4100 MONDAWMIN AV,"(39.3154440,-76.6842720)"
07/13/2015 09:33:00 AM,Non-Emergency,ND,FOLLOW UP,P151941041,1000 W 38TH ST,"(39.3343125,-76.6334187)"
07/13/2015 10:58:00 AM,Low,NW,AUTO ACCIDENT,P151941042,5400 REISTERSTOWN RD,"(39.3460230,-76.6883340)"
07/13/2015 10:57:00 AM,Medium,SW,911/NO  VOICE,P151941043,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
07/13/2015 10:58:00 AM,Non-Emergency,CD,Private Tow,P151941044,1100 BOLTON ST,"(39.3035674,-76.6236311)"
07/13/2015 10:49:00 AM,Non-Emergency,NE,INVESTIGATE AUTO,P151941045,1500 KENNEWICK RD,"(39.3347790,-76.5941570)"
07/13/2015 10:59:00 AM,Low,WD,OTHER,P151941046,1700 W LEXINGTON ST,"(39.2908640,-76.6441260)"
07/13/2015 10:56:00 AM,Low,SW,INVEST,P151941047,N FRANKLINTOWN RD/EDMONDSON AV,"(39.294468,-76.663321)"
07/13/2015 10:57:00 AM,Medium,SE,DISORDERLY,P151941048,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
07/13/2015 11:01:00 AM,Medium,SD,NARCOTICSOutside,P151941049,1900 W LOMBARD ST,"(39.2863280,-76.6469680)"
07/13/2015 11:00:00 AM,High,ED,SILENT ALARM,P151941050,900 E PRESTON ST,"(39.3051441,-76.6049921)"
07/13/2015 11:01:00 AM,High,ED,SILENT ALARM,P151941051,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:02:00 AM,Medium,CD,COMMON ASSAULT,P151941052,0 S PACA ST,"(39.2880705,-76.6222292)"
07/13/2015 11:00:00 AM,Low,ED,DESTRUCT PROPTY,P151941053,1600 E OLIVER ST,"(39.3075970,-76.5963340)"
07/13/2015 11:05:00 AM,Non-Emergency,CW,Tow - DO NOT USE,P151941055,2300 MCCULLOH ST,"(39.3107070,-76.6376230)"
07/13/2015 11:04:00 AM,Medium,CD,911/NO  VOICE,P151941057,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 11:04:00 AM,Medium,SE,911/NO  VOICE,P151941058,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
07/13/2015 11:06:00 AM,Low,SD,Transport,P151941060,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 11:03:00 AM,Medium,ED,911/NO  VOICE,P151941061,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 11:06:00 AM,Low,NE,AUTO ACCIDENT,P151941062,E COLD SPRING LN/HARFORD RD,"(39.342808,-76.569129)"
07/13/2015 11:06:00 AM,Medium,ND,AUTO THEFT,P151941064,4200 ST GEORGES AV,"(39.3416280,-76.6031210)"
07/13/2015 11:06:00 AM,Medium,ED,DISORDERLY,P151941065,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:05:00 AM,Medium,SE,BURGLARY,P151941067,100 N MILTON AV,"(39.2932140,-76.5822050)"
07/13/2015 11:07:00 AM,High,NE,AUTO ACC/INJURY,P151941068,HARFORD RD/E COLD SPRING LN,"(39.342808,-76.569129)"
07/13/2015 11:09:00 AM,High,NE,AUTO ACC/INJURY,P151941069,HARFORD RD/E COLD SPRING LN,"(39.342808,-76.569129)"
07/13/2015 11:09:00 AM,Non-Emergency,WD,TOWED VEHICLE,P151941070,100 N FULTON AV,"(39.2895849,-76.6452986)"
07/13/2015 11:08:00 AM,Medium,ED,AED NONBREATHING,P151941071,1800 N REGESTER ST,"(39.3110140,-76.5943379)"
07/13/2015 11:08:00 AM,Low,NE,HIT AND RUN,P151941072,E COLD SPRING LN/HARFORD RD,"(39.342808,-76.569129)"
05/07/2016 10:59:00 AM,High,NE,Traffic Stop,P161281026,SINCLAIR LN/EDISON HY,"(39.314322,-76.573130)"
05/07/2016 10:57:00 AM,Medium,CD,NARCOTICSOutside,P161281028,2200 BLK CALLOW AV,"(39.3128040,-76.6317270)"
05/07/2016 11:01:00 AM,High,NE,Traffic Stop,P161281030,WALTHER AV/FRANKFORD AV,"(39.346063,-76.556117)"
05/07/2016 10:59:00 AM,Medium,ED,NARCOTICS INSIDE,P161281031,2100 KENNEDY AV,"(39.3145199,-76.6031121)"
05/07/2016 11:00:00 AM,Medium,SW,AUTO THEFT,P161281032,1000 N ELLAMONT ST,"(39.3005730,-76.6702670)"
05/07/2016 11:01:00 AM,Medium,ND,911/NO  VOICE,P161281033,3800 HOOPER AV,"(39.3338043,-76.6474606)"
05/07/2016 11:03:00 AM,Non-Emergency,NE,Repairs/Service,P161281035,100,"(39.3810499,-76.6572571)"
05/07/2016 11:01:00 AM,Low,SD,INVESTIGATE,P161281036,300 S CALHOUN ST,"(39.2843850,-76.6395579)"
05/07/2016 11:03:00 AM,Medium,SE,911/NO  VOICE,P161281037,700 S EXETER ST,"(39.2832525,-76.6001812)"
05/07/2016 11:01:00 AM,Medium,NW,SUSPICIOUS PERS,P161281038,PIMLICO RD/DUPONT AV,"(39.343880,-76.667756)"
05/07/2016 10:49:00 AM,Medium,NW,NARCOTICSOutside,P161281039,5400 CRISMER AV,"(39.3462410,-76.6898783)"
05/05/2015 06:10:00 PM,Low,ED,Transport,P151252235,H0,"(38.1877274,-76.4306578)"
07/13/2015 11:07:00 AM,Low,NW,INV,P151941073,4000 WOODHAVEN AV,"(39.3210930,-76.6836240)"
07/13/2015 11:07:00 AM,High,SD,AGGRAV ASSAULT,P151941074,2600 SPELMAN RD,"(39.2485699,-76.6292808)"
07/13/2015 11:07:00 AM,Medium,SW,NARCOTICSOutside,P151941075,S SMALLWOOD ST/W PRATT ST,"(39.284957,-76.651306)"
07/13/2015 11:12:00 AM,Medium,CD,911/NO  VOICE,P151941076,1700 EUTAW PL,"(39.3068760,-76.6304080)"
07/13/2015 11:10:00 AM,Medium,SW,MISSING PERSON,P151941077,1500 DESOTO RD,"(39.2673110,-76.6586680)"
07/13/2015 11:12:00 AM,Medium,CD,DISORDERLY,P151941078,S PRESIDENT ST/E LOMBARD ST,"(39.288203,-76.604966)"
07/13/2015 11:10:00 AM,Low,NE,RECOVERED VEH,P151941079,1700 E 30TH ST,"(39.3255630,-76.5918200)"
07/13/2015 11:13:00 AM,Low,CW,OTHER,P151941080,500 ROSE HILL TE,"(39.2903848,-76.6121893)"
07/13/2015 11:11:00 AM,Medium,WD,911/NO  VOICE,P151941081,600 CUMBERLAND ST,"(39.3093283,-76.6416623)"
07/13/2015 11:09:00 AM,Medium,NE,DISORDERLY,P151941082,3500 ELMORA AV,"(39.3159950,-76.5723010)"
07/13/2015 11:13:00 AM,Medium,ED,911/NO  VOICE,P151941083,1600 E CHASE ST,"(39.3033370,-76.5963690)"
07/13/2015 11:14:00 AM,Medium,WD,NARCOTICSOutside,P151941085,200 N MONROE ST,"(39.2906620,-76.6473290)"
07/13/2015 11:14:00 AM,Medium,SE,BURGLARY,P151941086,3800 CLAREMONT ST,"(39.2897152,-76.5648428)"
07/13/2015 11:12:00 AM,Medium,SE,NARCOTICS INSIDE,P151941087,EASTERN AV/KANE ST,"(39.287755,-76.537100)"
07/13/2015 11:11:00 AM,Medium,SW,DISORDERLY,P151941088,1700 POPLAR GROVE ST,"(39.3073200,-76.6659240)"
07/13/2015 11:14:00 AM,Medium,ND,911/NO  VOICE,P151941089,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
07/13/2015 01:21:00 PM,Low,SE,AUTO ACCIDENT,P151941504,1600 THAMES ST,"(39.2811520,-76.5948677)"
07/13/2015 01:25:00 PM,Medium,WD,911/NO  VOICE,P151941505,800 N ARLINGTON AV,"(39.2979694,-76.6358250)"
07/13/2015 01:27:00 PM,Medium,ND,UNFOUNDED,P151941506,2300 N CHARLES ST,"(39.3154020,-76.6172200)"
07/13/2015 01:25:00 PM,Medium,ED,911/NO  VOICE,P151941507,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/13/2015 01:24:00 PM,Low,SD,UNKNOWN TROUBLE,P151941508,1600 WICOMICO ST,"(39.2744811,-76.6355730)"
07/13/2015 01:25:00 PM,Medium,SD,911/NO  VOICE,P151941509,1900 LIGHT ST,"(39.2683330,-76.6122649)"
07/13/2015 01:26:00 PM,Low,SE,AUTO ACCIDENT,P151941510,1600 THAMES ST,"(39.2811520,-76.5948677)"
07/13/2015 01:27:00 PM,Low,ED,INVESTIGATE,P151941511,500 N MADEIRA ST,"(39.2966104,-76.5857710)"
07/13/2015 01:26:00 PM,Medium,SW,DISORDERLY,P151941513,3100 W NORTH AV,"(39.3093340,-76.6695320)"
07/13/2015 01:26:00 PM,Medium,CD,911/NO  VOICE,P151941514,200 N CALVERT ST,"(39.2912379,-76.6124711)"
07/13/2015 01:27:00 PM,Medium,ED,LARCENCY,P151941515,600 FALLSWAY,"(39.2962616,-76.6099423)"
07/13/2015 01:27:00 PM,Medium,SD,BURGLARY,P151941516,3600 6TH ST,"(39.2362482,-76.6023611)"
07/13/2015 01:29:00 PM,Medium,SW,BURGLARY,P151941517,3000 W NORTH AV,"(39.3093320,-76.6677120)"
07/13/2015 01:29:00 PM,Low,CD,INVESTIGAGTE,P151941518,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 01:30:00 PM,Non-Emergency,WD,TOWED VEHICLE,P151941519,3000 W LANVALE ST,"(39.2971815,-76.6672415)"
07/13/2015 01:30:00 PM,Low,ED,INVESTIGATE,P151941520,2600 MURA ST,"(39.3054782,-76.5808770)"
04/27/2015 11:13:00 AM,,SW,BURGLARY,P151170971,100 S CULVER ST,"(39.2851810,-76.6786740)"
04/27/2015 11:16:00 AM,Medium,SE,911/NO  VOICE,P151170972,2100 BOSTON ST,"(39.2846619,-76.5866615)"
04/27/2015 11:13:00 AM,Medium,CD,HIT AND RUN,P151170973,N PACA ST/W BALTIMORE ST,"(39.289257,-76.622272)"
04/27/2015 11:21:00 AM,Low,SW,Transport,P151170975,200,"(39.2912369,-76.6124710)"
04/27/2015 11:21:00 AM,Medium,CD,BURGLARY,P151170976,1800 DIVISION ST,"(39.3051017,-76.6347725)"
04/27/2015 11:21:00 AM,Low,SD,OTHER,P151170977,1600 COLE ST,"(39.2823533,-76.6423985)"
07/13/2015 11:06:00 AM,Medium,SD,MISSING PERSON,P151941090,800 GLADE CT,"(39.2297497,-76.6009878)"
07/13/2015 11:15:00 AM,Medium,SW,BURGLARY,P151941092,3700 CRANSTON AV,"(39.2966900,-76.6790120)"
07/13/2015 11:15:00 AM,Medium,CD,911/NO  VOICE,P151941093,200 LIGHT ST,"(39.2869477,-76.6135979)"
07/13/2015 11:12:00 AM,Medium,NW,POLICE INFO,P151941094,5900 PARK HEIGHTS AV,"(39.3558016,-76.6889025)"
07/13/2015 11:16:00 AM,Low,CD,INVEST,P151941095,0 E PRATT ST,"(39.2865112,-76.6148804)"
07/13/2015 11:17:00 AM,Medium,CD,911/NO  VOICE,P151941096,800 LINDEN AV,"(39.2987980,-76.6211370)"
07/13/2015 11:16:00 AM,Medium,WD,AUTO THEFT,P151941097,1500 BAKER ST,"(39.3069008,-76.6423785)"
07/13/2015 11:13:00 AM,Medium,NE,DISORDERLY,P151941098,5800 MORAVIA RD,"(39.3184266,-76.5463043)"
07/13/2015 11:21:00 AM,Medium,ED,911/NO  VOICE,P151941099,700 FALLSWAY,"(39.2977369,-76.6104654)"
07/13/2015 11:21:00 AM,Medium,NE,911/NO  VOICE,P151941100,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
07/13/2015 11:23:00 AM,Low,ED,INTOXICATED PERS,P151941101,E NORTH AV/GREENMOUNT AV,"(39.311405,-76.609461)"
07/13/2015 11:23:00 AM,High,WD,Traffic Stop,P151941102,1300 W NORTH AV,"(39.3104442,-76.6386008)"
07/13/2015 11:12:00 AM,Low,NW,INVEST,P151941103,3900 DOLFIELD AV,"(39.3396920,-76.6811520)"
07/13/2015 11:23:00 AM,Medium,WD,911/NO  VOICE,P151941104,2800 EDMONDSON AV,"(39.2945028,-76.6630105)"
07/13/2015 11:21:00 AM,Medium,WD,DISORDERLY,P151941105,1200 MOSHER ST,"(39.3001805,-76.6373764)"
07/13/2015 11:18:00 AM,Medium,ED,DISORDERLY,P151941107,E MONUMENT ST/FALLSWAY,"(39.297744,-76.610441)"
07/13/2015 11:24:00 AM,Medium,SE,COMMON ASSAULT,P151941108,3100 PULASKI HY,"(39.2955346,-76.5735518)"
07/13/2015 11:27:00 AM,Medium,CW,Lab Request,P151941109,3500 CHESTNUT AV,"(39.3300300,-76.6296080)"
07/13/2015 11:28:00 AM,Non-Emergency,ED,Repairs/Service,P151941111,100,"(39.3810499,-76.6572571)"
07/13/2015 11:26:00 AM,High,ND,SILENT ALARM,P151941112,400 W 24TH ST,"(39.3161592,-76.6220130)"
07/13/2015 11:25:00 AM,Medium,CD,NARCOTICSOutside,P151941113,ST PAUL ST/E FAYETTE ST,"(39.290429,-76.613907)"
07/13/2015 11:27:00 AM,Low,NW,INV,P151941114,2700 TALBOT RD,"(39.3173720,-76.6909770)"
07/13/2015 11:28:00 AM,Medium,SW,HIT AND RUN,P151941115,1100 WICKLOW RD,"(39.2976070,-76.6907710)"
07/13/2015 11:29:00 AM,Medium,CD,911/NO  VOICE,P151941116,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 11:27:00 AM,Medium,SW,NARCOTICSOutside,P151941117,POPLAR GROVE ST/PROSPECT ST,"(39.298627,-76.665148)"
07/13/2015 11:31:00 AM,Low,NE,OTHER,P151941119,2900 BERWICK AV,"(39.3656890,-76.5540350)"
07/13/2015 11:29:00 AM,Non-Emergency,NE,Repo,P151941120,1500 SHEFFIELD RD,"(39.3421595,-76.5920860)"
07/13/2015 11:31:00 AM,Medium,ND,DISORDERLY,P151941122,E 0RD ST/OLD YORK RD,"(39.328313,-76.608449)"
07/13/2015 11:32:00 AM,Non-Emergency,CD,Repairs/Service,P151941123,100,"(39.3810499,-76.6572571)"
07/13/2015 11:31:00 AM,Medium,WD,DISORDERLY,P151941124,2300 EDMONDSON AV,"(39.2950950,-76.6534070)"
07/13/2015 11:31:00 AM,Low,SD,INTOXICATED PERS,P151941125,1200 GLYNDON AV,"(39.2828759,-76.6356675)"
07/13/2015 11:33:00 AM,High,ND,Traffic Stop,P151941126,PIMLICO RD/OAKLEY AV,"(39.348741,-76.668932)"
07/13/2015 11:30:00 AM,Low,SW,AUTO ACCIDENT,P151941127,S CATON AV/JAMES ST,"(39.258464,-76.664409)"
07/13/2015 11:32:00 AM,Medium,CD,911/NO  VOICE,P151941128,1700 EUTAW PL,"(39.3068760,-76.6304080)"
07/13/2015 11:28:00 AM,Low,NW,DESTRUCT PROPTY,P151941129,5300 BEAUFORT AV,"(39.3484010,-76.6821630)"
07/13/2015 11:34:00 AM,Non-Emergency,SE,Other,P151941130,700 PRESIDENT ST,"(39.2830033,-76.6015033)"
07/13/2015 11:32:00 AM,Medium,ND,911/NO  VOICE,P151941131,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
07/13/2015 11:32:00 AM,Medium,NW,DISORDERLY,P151941132,4800 GARRISON BL,"(39.3407919,-76.6835008)"
07/13/2015 11:34:00 AM,Medium,NW,CHECK BEING,P151941134,3600 OAKMONT AV,"(39.3444490,-76.6769870)"
07/13/2015 11:35:00 AM,High,SE,RA POLICE,P151941135,600 S BROADWAY,"(39.2844034,-76.5937380)"
07/13/2015 11:34:00 AM,Low,ND,LARCENCY,P151941136,0 ST MARTINS RD,"(39.3347772,-76.6180794)"
07/13/2015 11:32:00 AM,Medium,WD,DISORDERLY,P151941137,600 BAKER ST,"(39.3082782,-76.6404077)"
07/13/2015 11:32:00 AM,Medium,WD,DISORDERLY,P151941138,1100 N FULTON AV,"(39.3010590,-76.6462480)"
07/13/2015 11:36:00 AM,Medium,SD,Warrant Service,P151941139,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 11:35:00 AM,Medium,CD,911/NO  VOICE,P151941140,0 N GREENE ST,"(39.2892172,-76.6236974)"
07/13/2015 11:34:00 AM,Medium,SD,SUSPICIOUS PERS,P151941141,1400 HOLLINS ST,"(39.2877090,-76.6396610)"
07/13/2015 11:36:00 AM,Low,CD,HIT AND RUN,P151941142,1000 MYRTLE AV,"(39.2964119,-76.6299970)"
07/13/2015 11:36:00 AM,Medium,WD,COMMON ASSAULT,P151941143,2400 WESTWOOD AV,"(39.3086920,-76.6563490)"
07/13/2015 11:37:00 AM,Low,NE,LARCENCY,P151941144,6600 MORAVIA PARK DR,"(39.3129260,-76.5360670)"
07/13/2015 11:37:00 AM,Medium,ED,911/NO  VOICE,P151941145,700 E PRESTON ST,"(39.3050029,-76.6080622)"
07/13/2015 11:38:00 AM,Medium,SD,NARCOTICSOutside,P151941147,1100 W PRATT ST,"(39.2858777,-76.6352564)"
07/13/2015 11:38:00 AM,Low,SW,RECOVERED VEH,P151941148,1100 N LONGWOOD ST,"(39.3006169,-76.6672886)"
07/13/2015 11:39:00 AM,High,NE,Traffic Stop,P151941149,HARFORD RD/CHESTERFIELD AV,"(39.331394,-76.579513)"
07/13/2015 11:37:00 AM,Medium,WD,DISORDERLY,P151941151,1200 MOSHER ST,"(39.3001805,-76.6373764)"
07/13/2015 11:40:00 AM,Medium,ND,911/NO  VOICE,P151941152,3500 I 83 S,"(39.3714695,-76.6105829)"
07/13/2015 11:42:00 AM,High,SW,Traffic Stop,P151941154,4100 FREDERICK AV,"(39.2819620,-76.6834430)"
07/13/2015 11:40:00 AM,Medium,ND,911/NO  VOICE,P151941155,2500 W BELVEDERE AV,"(39.3535492,-76.6668878)"
07/13/2015 11:42:00 AM,Medium,WD,911/NO  VOICE,P151941156,1300 LAURENS ST,"(39.3035403,-76.6391583)"
07/13/2015 11:42:00 AM,Medium,CD,911/NO  VOICE,P151941158,1000 CATHEDRAL ST,"(39.3011812,-76.6180370)"
07/13/2015 11:41:00 AM,Medium,WD,DISORDERLY,P151941159,600 BAKER ST,"(39.3082782,-76.6404077)"
07/13/2015 11:42:00 AM,Low,WD,HIT AND RUN,P151941160,1700 APPLETON ST,"(39.3079300,-76.6491790)"
07/13/2015 11:41:00 AM,Medium,WD,DISORDERLY,P151941161,2300 REISTERSTOWN RD,"(39.3147700,-76.6486600)"
07/13/2015 11:42:00 AM,Medium,WD,DISORDERLY,P151941162,1100 N FULTON AV,"(39.3010590,-76.6462480)"
07/13/2015 11:43:00 AM,Low,SD,OTHER,P151941163,0TH ST/WASHBURN AV,"(39.232295,-76.596826)"
07/13/2015 11:43:00 AM,Medium,SD,DISORDERLY,P151941164,3500 S HANOVER ST,"(39.2403956,-76.6086211)"
07/13/2015 11:42:00 AM,Medium,SD,DISORDERLY,P151941165,1300 W PRATT ST,"(39.2855915,-76.6379934)"
07/13/2015 11:45:00 AM,Medium,SD,DISORDERLY,P151941166,1300 S CAREY ST,"(39.2796040,-76.6343810)"
07/13/2015 11:41:00 AM,Non-Emergency,ED,RECOVER PROPERTY,P151941167,HILLEN ST/EAST ST,"(39.296368,-76.606174)"
07/13/2015 11:47:00 AM,Medium,NW,NARCOTICSOutside,P151941168,3900 W GARRISON AV,"(39.3434810,-76.6804120)"
07/13/2015 11:46:00 AM,Medium,WD,COMMON ASSAULT,P151941169,2500 PENNSYLVANIA AV,"(39.3104900,-76.6435070)"
07/13/2015 11:45:00 AM,High,NE,SILENT ALARM,P151941171,1400 STONEWOOD RD,"(39.3498058,-76.5937958)"
07/13/2015 11:46:00 AM,Medium,SE,COMMON ASSAULT,P151941172,7000 CONLEY ST,"(39.2904218,-76.5297820)"
07/13/2015 11:48:00 AM,Low,NE,HIT AND RUN,P151941173,3200 ROSALIE AV,"(39.3665900,-76.5428160)"
07/13/2015 11:47:00 AM,Low,CD,LARCENCY,P151941174,400 E PRATT ST,"(39.2872661,-76.6093253)"
07/13/2015 11:48:00 AM,Medium,NE,MISSING PERSON,P151941175,3200 RAVENWOOD AV,"(39.3154674,-76.5783686)"
07/13/2015 11:49:00 AM,Low,SE,OTHER,P151941176,6700 BESSEMER AV,"(39.2772190,-76.5324340)"
07/13/2015 11:48:00 AM,Medium,ND,911/NO  VOICE,P151941177,1000 TUNBRIDGE RD,"(39.3562712,-76.6005300)"
07/13/2015 11:49:00 AM,Low,TRU,LARCENY F/AUTO,P151941178,1400 WILMER CT,"(39.3008047,-76.6322253)"
07/13/2015 11:46:00 AM,Medium,WD,DISORDERLY,P151941180,1100 N FULTON AV,"(39.3010590,-76.6462480)"
07/13/2015 11:50:00 AM,Medium,SW,911/NO  VOICE,P151941181,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/13/2015 11:50:00 AM,High,ND,ROBBERY ARMED,P151941182,6300 YORK RD,"(39.3708423,-76.6106243)"
07/13/2015 11:50:00 AM,Low,SW,AUTO ACCIDENT,P151941183,JAMES ST/S CATON AV,"(39.258258,-76.664568)"
07/13/2015 11:52:00 AM,Medium,CW,Lab Request,P151941184,100 N MILTON AV,"(39.2932140,-76.5822050)"
07/13/2015 11:51:00 AM,Medium,SD,DISORDERLY,P151941185,3500 S HANOVER ST,"(39.2403956,-76.6086211)"
07/13/2015 11:50:00 AM,Medium,SE,NARCOTICSOutside,P151941186,E FAYETTE ST/N BROADWAY,"(39.293965,-76.594117)"
07/13/2015 11:51:00 AM,Medium,NW,DISORDERLY,P151941187,3700 W BELVEDERE AV,"(39.3464230,-76.6805640)"
07/13/2015 11:50:00 AM,Medium,CD,911/NO  VOICE,P151941188,200 N CALVERT ST,"(39.2912379,-76.6124711)"
07/13/2015 11:52:00 AM,High,SE,AUTO ACC/INJURY,P151941189,S BROADWAY/E LOMBARD ST,"(39.290367,-76.593878)"
07/13/2015 11:52:00 AM,High,SE,AUTO ACC/INJURY,P151941190,E LOMBARD ST/S BROADWAY,"(39.290367,-76.593878)"
07/13/2015 11:52:00 AM,High,WD,AGGRAV ASSAULT,P151941191,1600 VINCENT CT,"(39.3067502,-76.6441329)"
07/13/2015 11:53:00 AM,Medium,SE,911/NO  VOICE,P151941192,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
07/13/2015 11:54:00 AM,Low,ED,WANTED ON WARR,P151941193,1400 E NORTH AV,"(39.3123832,-76.5987197)"
07/13/2015 11:39:00 AM,Low,CD,INTOXICATED PERS,P151941194,GUILFORD AV/E MADISON ST,"(39.298763,-76.611584)"
07/13/2015 11:54:00 AM,Low,ED,WANTED ON WARR,P151941195,1400 E NORTH AV,"(39.3123832,-76.5987197)"
07/13/2015 11:55:00 AM,High,NE,Traffic Stop,P151941196,3100 CHESTERFIELD AV,"(39.3238650,-76.5681070)"
07/13/2015 11:55:00 AM,High,SE,AUTO ACC/INJURY,P151941197,S BROADWAY/E LOMBARD ST,"(39.290367,-76.593878)"
07/13/2015 11:52:00 AM,Medium,SE,911/NO  VOICE,P151941198,700 S EXETER ST,"(39.2832526,-76.6001808)"
07/13/2015 11:46:00 AM,Medium,ED,DISORDERLY,P151941199,600 FALLSWAY,"(39.2962616,-76.6099423)"
